query_id,CL99XT,Dm8TFidf,GE8ATDN2,INQ601,Mer8Adtd2,acsys8alo,acsys8alo2,apl8c621,apl8ctd,att99atde,fub99a,ibms99b,nttd8ale,ok8asxc,pir9Attd,Overall
418,0.222,0.026,0.226,0.152,0.204,0.18,0.196,0.232,0.232,0.232,0.222,0.18,0.226,0.184,0.232,0.19640000000000005
419,0.032,0.02,0.018,0.014,0.012,0.024,0.022,0.024,0.02,0.016,0.022,0.022,0.022,0.022,0.018,0.020533333333333334
420,0.062,0.022,0.054,0.054,0.052,0.06,0.058,0.06,0.06,0.058,0.058,0.064,0.058,0.062,0.064,0.056400000000000006
421,0.078,0.012,0.036,0.044,0.056,0.036,0.036,0.042,0.086,0.084,0.042,0.06,0.048,0.078,0.078,0.05439999999999999
422,0.138,0.024,0.168,0.202,0.168,0.182,0.164,0.2,0.112,0.168,0.192,0.194,0.21,0.174,0.186,0.16546666666666665
423,0.038,0.04,0.032,0.034,0.04,0.04,0.04,0.04,0.04,0.04,0.034,0.036,0.04,0.038,0.04,0.03813333333333333
424,0.154,0.112,0.162,0.152,0.2,0.19,0.19,0.2,0.176,0.202,0.16,0.168,0.202,0.148,0.2,0.1744
425,0.252,0.128,0.248,0.256,0.26,0.266,0.266,0.266,0.264,0.268,0.262,0.268,0.256,0.264,0.262,0.25240000000000007
426,0.316,0.014,0.114,0.044,0.078,0.124,0.106,0.116,0.054,0.096,0.146,0.086,0.088,0.058,0.188,0.10853333333333334
427,0.042,0.06,0.074,0.046,0.068,0.078,0.074,0.088,0.088,0.08,0.082,0.086,0.07,0.088,0.09,0.07426666666666668
428,0.216,0.072,0.118,0.168,0.118,0.166,0.15,0.152,0.184,0.194,0.154,0.182,0.14,0.156,0.194,0.1576
429,0.022,0.02,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.016,0.022,0.022,0.022,0.02146666666666667
430,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012000000000000002
431,0.152,0.076,0.134,0.102,0.192,0.212,0.206,0.232,0.232,0.204,0.172,0.154,0.212,0.21,0.224,0.18093333333333333
432,0.008,0.0,0.01,0.004,0.008,0.01,0.006,0.008,0.004,0.018,0.016,0.012,0.008,0.004,0.01,0.0084
433,0.016,0.01,0.002,0.002,0.01,0.006,0.008,0.022,0.014,0.02,0.0,0.004,0.014,0.008,0.002,0.009200000000000003
434,0.488,0.202,0.36,0.32,0.326,0.386,0.39,0.304,0.234,0.446,0.392,0.336,0.368,0.432,0.384,0.3578666666666667
435,0.212,0.028,0.114,0.144,0.084,0.122,0.096,0.128,0.15,0.134,0.112,0.17,0.134,0.142,0.168,0.12919999999999995
436,0.146,0.07,0.058,0.06,0.046,0.104,0.09,0.104,0.106,0.132,0.13,0.086,0.114,0.114,0.134,0.09960000000000001
437,0.042,0.046,0.044,0.048,0.058,0.05,0.044,0.034,0.03,0.056,0.026,0.044,0.06,0.062,0.03,0.044933333333333346
438,0.22,0.034,0.186,0.184,0.186,0.206,0.19,0.128,0.152,0.192,0.196,0.198,0.186,0.208,0.2,0.17773333333333335
439,0.18,0.13,0.184,0.12,0.106,0.152,0.136,0.042,0.024,0.05,0.198,0.156,0.102,0.052,0.052,0.11226666666666668
440,0.102,0.018,0.028,0.054,0.036,0.052,0.05,0.08,0.094,0.098,0.07,0.092,0.052,0.068,0.068,0.06413333333333333
441,0.034,0.026,0.022,0.034,0.03,0.032,0.032,0.034,0.034,0.032,0.028,0.034,0.032,0.032,0.034,0.031333333333333345
442,0.07,0.002,0.008,0.03,0.026,0.03,0.026,0.058,0.05,0.03,0.03,0.032,0.018,0.046,0.05,0.03373333333333333
443,0.064,0.066,0.1,0.106,0.098,0.076,0.068,0.068,0.058,0.072,0.106,0.074,0.106,0.084,0.104,0.08333333333333334
444,0.034,0.024,0.028,0.032,0.03,0.03,0.028,0.032,0.032,0.03,0.026,0.034,0.034,0.034,0.034,0.03080000000000001
445,0.11,0.048,0.074,0.074,0.04,0.084,0.054,0.09,0.1,0.116,0.09,0.112,0.05,0.098,0.11,0.08333333333333333
446,0.13,0.04,0.15,0.186,0.12,0.212,0.146,0.222,0.2,0.218,0.242,0.222,0.194,0.126,0.222,0.1753333333333333
447,0.03,0.028,0.028,0.03,0.024,0.03,0.03,0.03,0.03,0.028,0.03,0.026,0.032,0.032,0.032,0.029333333333333343
448,0.06,0.016,0.028,0.014,0.03,0.024,0.03,0.032,0.016,0.014,0.04,0.024,0.026,0.022,0.05,0.0284
449,0.062,0.07,0.096,0.054,0.068,0.09,0.08,0.086,0.076,0.076,0.08,0.054,0.074,0.066,0.078,0.074
450,0.252,0.412,0.374,0.242,0.236,0.442,0.422,0.458,0.442,0.382,0.45,0.292,0.41,0.288,0.344,0.3630666666666667
Overall,0.11728000000000001,0.060439999999999994,0.10171999999999999,0.08715999999999999,0.09,0.11024,0.10096,0.10988000000000002,0.1026,0.11004,0.10880000000000001,0.10252,0.10376000000000002,0.10120000000000001,0.11164000000000002,0.10121600000000001
