query_id,CL99XT,Dm8TFidf,GE8ATDN2,INQ601,Mer8Adtd2,acsys8alo,acsys8alo2,apl8c621,apl8ctd,att99atde,fub99a,ibms99b,nttd8ale,ok8asxc,pir9Attd,Overall
401,0.03376717235470937,0.0011666666666666665,0.04670076074023443,0.00118264259683024,0.0060297035480859,0.06631565439417073,0.03915077130313342,0.08061390985376793,0.0002380952380952381,0.0023413568307185328,0.0,0.0002398831873174802,0.00010416666666666667,0.0006062955132722575,0.002768109874168626,0.018748345917855836
402,0.13188061258496075,0.15226325334574412,0.2220603281339117,0.04999025506990275,0.0997923327020867,0.24399013842273884,0.2513233724854036,0.23541675612039206,0.19612041072435019,0.1718473673657497,0.20494994320585708,0.06513026107879048,0.15794960220474769,0.1023066972204056,0.05114551186534312,0.15574445616869229
403,0.3673715545577591,0.7796917017681635,0.8615301192940945,0.7277841213854982,0.5310199411255624,0.8696075187118973,0.8802735693713137,0.8132168219818562,0.8879990379990381,0.8920390720390718,0.8538254351660148,0.7774519811464018,0.8009335839598997,0.8638954258253467,0.8598821152392582,0.7844347999714117
404,0.07431837886027215,0.048695475360739156,0.04931077475255957,0.01845863710421945,0.05913688889626202,0.04516503718165329,0.04964100057009968,0.04415696124597842,0.04411688206206593,0.036118461925892714,0.04327199561892348,0.023138987231261468,0.035105687379668654,0.07065869387308157,0.0413753068518012,0.04551127792763192
405,0.2481496641696749,0.11397363024786848,0.27385669394202555,0.03519135081104521,0.08395400704141305,0.1931977990750247,0.10743672183645393,0.2159586728146285,0.23193775510241302,0.16768687812062855,0.2231723844731722,0.12704136435796146,0.19956286268899698,0.05185529636747185,0.23625199744932246,0.16728180523320674
406,0.5787915376617735,0.1156633221850613,0.14529914529914528,0.3427978152663507,0.2908455923161805,0.4211514980745749,0.3277472527472527,0.4289161128167493,0.5544089925668872,0.530155274162206,0.3708705088015432,0.461142628986994,0.29058889828120593,0.4178266178266178,0.4029517610012966,0.3786104638662559
407,0.3436121208290864,0.12484861171972217,0.23680220307439395,0.21967006300921246,0.16504556675558285,0.13220081574400788,0.08362998015788106,0.30641510785069215,0.233785546226207,0.35599582091626397,0.23464740633154893,0.22619121641989104,0.313157617682821,0.3430422848854037,0.252737326961994,0.23811877923764727
408,0.17170978945013476,0.09148596194230332,0.05270410702735179,0.05715504433546581,0.07729850205101996,0.03528261082178069,0.04779750985759536,0.0659623364401571,0.052188188014116114,0.06268619962985093,0.08449541123532442,0.06097710408273839,0.08014791026424606,0.048031117513302905,0.059423531036118915,0.06982302158010043
409,0.1730994580132511,0.19677504846955313,0.10959216222374119,0.1546695020379231,0.1631759139982824,0.10721151773783352,0.13945937783147083,0.16458956098704647,0.14403907496012758,0.19847033383690268,0.12116077038325841,0.08770169224714679,0.19817570281816402,0.07647921906815187,0.11798416466900238,0.14350556661879038
410,0.49897924020142015,0.3883609421784735,0.521927998853627,0.6628355389483066,0.6122051571805952,0.6181497853210247,0.6052942518820831,0.5464335328050388,0.629855393838209,0.6640182150243158,0.6324760262902374,0.6680955070087686,0.6135280063966743,0.6304557113950481,0.6738429719627248,0.5977638852857697
